1,1_TYPE,"Eldon Base for stackable storage shelf, platinum","Eldon Base for stackable storage shelf, platinum_TYPE","Muhammed MacIntyre","Muhammed MacIntyre_TYPE",3,3_TYPE,-213.25,-213.25_TYPE,38.94,38.94_TYPE,35,35_TYPE,Nunavut,Nunavut_TYPE,"Storage & Organization","Storage & Organization_TYPE",0.8,0.8_TYPE
645,Number,"DAX Natural Wood-Tone Poster Frame",String,"Harold Engle",String,40480,Number,221.81,Number,26.48,Number,6.93,Number,"Prince Edward Island",String,"Office Furnishings",String,0.49,Number
646,Number,"Staples Standard Envelopes",String,"Jim Sink",String,40800,Number,26.11,Number,5.68,Number,1.39,Number,"Prince Edward Island",String,Envelopes,String,0.38,Number
647,Number,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Mix,"Jennifer Braxton",String,40835,Number,-8.08,Number,15.01,Number,8.4,Number,"Prince Edward Island",String,"Binders and Binder Accessories",String,0.39,Number
648,Number,"Keytronic Designer 104- Key Black Keyboard",Mix,"Jennifer Braxton",String,40835,Number,-326.97,Number,40.48,Number,19.99,Number,"Prince Edward Island",String,"Computer Peripherals",String,0.77,Number
649,Number,"Recycled Eldon Regeneration Jumbo File",String,"Jennifer Braxton",String,40835,Number,-6.68,Number,12.28,Number,6.13,Number,"Prince Edward Island",String,"Storage & Organization",String,0.57,Number
650,Number,"GBC Standard Plastic Binding Systems Combs",String,"Joy Smith",String,40871,Number,-5.53,Number,8.85,Number,5.6,Number,"Prince Edward Island",String,"Binders and Binder Accessories",String,0.36,Number
651,Number,"Office Star Flex Back Scooter Chair with White Frame",String,"Joy Smith",String,40871,Number,-157.63,Number,110.98,Number,30,Number,"Prince Edward Island",String,"Chairs & Chairmats",String,0.71,Number
652,Number,"Xerox 1941",Mix,"Harold Engle",String,41570,Number,1037.55,Number,104.85,Number,4.65,Number,"Prince Edward Island",String,Paper,String,0.37,Number
653,Number,"Global Deluxe Stacking Chair, Gray",String,"Philip Brown",String,41991,Number,133.30,Number,50.98,Number,14.19,Number,"Prince Edward Island",String,"Chairs & Chairmats",String,0.56,Number
654,Number,"DAX Clear Channel Poster Frame",String,"Philip Brown",String,41991,Number,68.44,Number,14.58,Number,7.4,Number,"Prince Edward Island",String,"Office Furnishings",String,0.48,Number
655,Number,"Tenex B1-RE Series Chair Mats for Low Pile Carpets",Mix,"Philip Brown",String,41991,Number,256.66,Number,45.98,Number,4.8,Number,"Prince Edward Island",String,"Office Furnishings",String,0.68,Number
656,Number,"Belkin 105-Key Black Keyboard",Mix,"Giulietta Baptist",String,42400,Number,11.55,Number,19.98,Number,4,Number,"Prince Edward Island",String,"Computer Peripherals",String,0.68,Number
657,Number,"Micro Innovations 104 Keyboard",Mix,"Giulietta Baptist",String,42400,Number,-168.95,Number,10.97,Number,6.5,Number,"Prince Edward Island",String,"Computer Peripherals",String,0.64,Number
658,Number,"GBC Imprintable Covers",String,"Paul Gonzalez",String,42754,Number,32.19,Number,10.98,Number,5.14,Number,"Prince Edward Island",String,"Binders and Binder Accessories",String,0.36,Number
659,Number,"GBC Laser Imprintable Binding System Covers, Desert Sand",String,"Logan Haushalter",String,42918,Number,30.48,Number,14.27,Number,7.27,Number,"Prince Edward Island",String,"Binders and Binder Accessories",String,0.38,Number
660,Number,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Mix,"Logan Haushalter",String,42918,Number,-54.58,Number,9.49,Number,5.76,Number,"Prince Edward Island",String,"Office Machines",String,0.39,Number
661,Number,"Hon Multipurpose Stacking Arm Chairs",String,"Filia McAdams",String,42944,Number,1061.61,Number,216.6,Number,64.2,Number,"Prince Edward Island",String,"Chairs & Chairmats",String,0.59,Number
662,Number,"Executive Impressions 14""",Mix,"Carlos Soltero",String,44037,Number,326.43,Number,22.23,Number,5.08,Number,"Prince Edward Island",String,"Office Furnishings",String,0.41,Number
663,Number,Accessory2,Mix,"Carlos Soltero",String,44037,Number,557.60,Number,55.99,Number,1.25,Number,"Prince Edward Island",String,"Telephones and Communication",String,0.55,Number
664,Number,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Mix,"Erica Bern",String,44387,Number,475.26,Number,29.89,Number,1.99,Number,"Prince Edward Island",String,"Computer Peripherals",String,0.5,Number
665,Number,"Southworth 25% Cotton Antique Laid Paper & Envelopes",Mix,"Erica Bern",String,44387,Number,-6.71,Number,8.34,Number,4.82,Number,"Prince Edward Island",String,Paper,String,0.4,Number
666,Number,"Bevis 36 x 72 Conference Tables",Mix,"Greg Guthrie",String,44576,Number,-189.35,Number,124.49,Number,51.94,Number,"Prince Edward Island",String,Tables,String,0.63,Number
667,Number,"Xerox 1936",Mix,"Dan Reichenbach",String,45601,Number,267.64,Number,19.98,Number,5.97,Number,"Prince Edward Island",String,Paper,String,0.38,Number
668,Number,"Eldon® 400 Class™ Desk Accessories, Black Carbon",Mix,"Jim Sink",String,45606,Number,-124.25,Number,8.75,Number,8.54,Number,"Prince Edward Island",String,"Office Furnishings",String,0.43,Number
669,Number,"Dixon My First Ticonderoga Pencil, #2",Mix,"Jim Sink",String,45606,Number,-8.38,Number,5.85,Number,2.27,Number,"Prince Edward Island",String,"Pens & Art Supplies",String,0.56,Number
670,Number,"Durable Pressboard Binders",String,"Carlos Soltero",String,46119,Number,15.27,Number,3.8,Number,1.49,Number,"Prince Edward Island",String,"Binders and Binder Accessories",String,0.38,Number
671,Number,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Mix,"Carlos Soltero",String,46119,Number,57.31,Number,7.98,Number,1.25,Number,"Prince Edward Island",String,Paper,String,0.35,Number
672,Number,"Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables",String,"Carlos Soltero",String,46119,Number,-575.35,Number,417.4,Number,75.23,Number,"Prince Edward Island",String,Tables,String,0.79,Number
673,Number,"Array® Parchment Paper, Assorted Colors",String,"Chuck Magee",String,46756,Number,-22.45,Number,7.28,Number,11.15,Number,"Prince Edward Island",String,Paper,String,0.37,Number
674,Number,"Avery Durable Poly Binders",String,"Philip Brown",String,47714,Number,-125.36,Number,5.53,Number,6.98,Number,"Prince Edward Island",String,"Binders and Binder Accessories",String,0.39,Number
675,Number,"Dana Swing-Arm Lamps",String,"Hilary Holden",String,47846,Number,-9.45,Number,10.68,Number,13.04,Number,"Prince Edward Island",String,"Office Furnishings",String,0.6,Number
676,Number,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Mix,"Hilary Holden",String,47846,Number,631.99,Number,110.98,Number,13.99,Number,"Prince Edward Island",String,"Office Furnishings",String,0.69,Number
677,Number,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Mix,"Hilary Holden",String,47846,Number,1581.93,Number,105.98,Number,13.99,Number,"Prince Edward Island",String,"Office Furnishings",String,0.65,Number
678,Number,"HP Office Paper (20Lb. and 87 Bright)",Mix,"Hilary Holden",String,47846,Number,-120.08,Number,6.68,Number,6.93,Number,"Prince Edward Island",String,Paper,String,0.37,Number
679,Number,"Bionaire Personal Warm Mist Humidifier/Vaporizer",String,"Greg Guthrie",String,47876,Number,58.08,Number,46.89,Number,5.1,Number,"Prince Edward Island",String,Appliances,String,0.46,Number
680,Number,270c,Mix,"Jennifer Braxton",String,48067,Number,695.06,Number,125.99,Number,3,Number,"Prince Edward Island",String,"Telephones and Communication",String,0.59,Number
681,Number,"T28 WORLD",Mix,"Jennifer Braxton",String,48067,Number,630.70,Number,195.99,Number,8.99,Number,"Prince Edward Island",String,"Telephones and Communication",String,0.6,Number
682,Number,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Mix,"Erica Bern",String,48199,Number,279.74,Number,15.74,Number,1.39,Number,"Prince Edward Island",String,Envelopes,String,0.4,Number
683,Number,"CF 888",Mix,"Jim Sink",String,49029,Number,2549.40,Number,195.99,Number,3.99,Number,"Prince Edward Island",String,"Telephones and Communication",String,0.59,Number
684,Number,"GBC Standard Therm-A-Bind Covers",String,"Noah Childs",String,49216,Number,-45.82,Number,24.92,Number,12.98,Number,"Prince Edward Island",String,"Binders and Binder Accessories",String,0.39,Number
685,Number,"Epson LQ-570e Dot Matrix Printer",Mix,"Noah Childs",String,49216,Number,-172.48,Number,270.97,Number,28.06,Number,Manitoba,String,"Office Machines",String,0.56,Number
686,Number,"Staples Premium Bright 1-Part Blank Computer Paper",Mix,"Noah Childs",String,49216,Number,30.63,Number,12.28,Number,6.35,Number,Manitoba,String,Paper,String,0.38,Number
687,Number,"Okidata ML390 Turbo Dot Matrix Printers",Mix,"Evan Minnotte",String,49990,Number,501.51,Number,442.14,Number,14.7,Number,Manitoba,String,"Office Machines",String,0.56,Number
688,Number,"Hon Metal Bookcases, Black",String,"Guy Armstrong",String,50081,Number,-88.75,Number,70.98,Number,26.74,Number,Manitoba,String,Bookcases,String,0.6,Number
689,Number,"24 Capacity Maxi Data Binder Racks, Pearl",Mix,"Guy Armstrong",String,50404,Number,905.57,Number,210.55,Number,9.99,Number,Manitoba,String,"Storage & Organization",String,0.6,Number
690,Number,"Lesro Round Back Collection Coffee Table, End Table",String,"Guy Armstrong",String,50404,Number,-367.00,Number,182.55,Number,69,Number,Manitoba,String,Tables,String,0.72,Number
691,Number,"PC Concepts 116 Key Quantum 3000 Keyboard",Mix,"Chuck Magee",String,50784,Number,-130.88,Number,32.98,Number,5.5,Number,Manitoba,String,"Computer Peripherals",String,0.75,Number
692,Number,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Mix,"Greg Guthrie",String,50850,Number,578.14,Number,40.98,Number,7.47,Number,Manitoba,String,"Binders and Binder Accessories",String,0.37,Number
693,Number,"Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables",String,"Greg Guthrie",String,50850,Number,-634.87,Number,417.4,Number,75.23,Number,Manitoba,String,Tables,String,0.79,Number
694,Number,Accessory17,Mix,"Carlos Soltero",String,51075,Number,-160.68,Number,35.99,Number,5,Number,Manitoba,String,"Telephones and Communication",String,0.82,Number
695,Number,"Telescoping Adjustable Floor Lamp",String,"Greg Guthrie",String,51461,Number,-97.54,Number,19.99,Number,11.17,Number,Manitoba,String,"Office Furnishings",String,0.6,Number
696,Number,"Xerox 1898",Mix,"Greg Guthrie",String,51558,Number,-87.27,Number,6.68,Number,6.92,Number,Manitoba,String,Paper,String,0.37,Number
697,Number,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",String,"Greg Guthrie",String,51558,Number,85.29,Number,85.29,Number,60,Number,Manitoba,String,Tables,String,0.56,Number
698,Number,"ACCOHIDE® Binder by Acco",String,"Carlos Soltero",String,52130,Number,-39.96,Number,4.13,Number,5.34,Number,Manitoba,String,"Binders and Binder Accessories",String,0.38,Number
699,Number,"Eldon Executive Woodline II Cherry Finish Desk Accessories",String,"Carlos Soltero",String,52130,Number,-4.01,Number,40.89,Number,18.98,Number,Manitoba,String,"Office Furnishings",String,0.57,Number
700,Number,"Belkin 8 Outlet Surge Protector",Mix,"Greg Guthrie",String,52482,Number,163.78,Number,40.98,Number,5.33,Number,Manitoba,String,Appliances,String,0.57,Number
701,Number,"Executive Impressions 14"" Contract Wall Clock",Mix,"Greg Guthrie",String,52482,Number,217.06,Number,22.23,Number,3.63,Number,Manitoba,String,"Office Furnishings",String,0.52,Number
702,Number,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",String,"Christopher Schild",String,53410,Number,-253.11,Number,14.81,Number,13.32,Number,Manitoba,String,Appliances,String,0.43,Number
703,Number,"Bevis Steel Folding Chairs",String,"Joy Smith",String,53477,Number,-1207.18,Number,95.95,Number,74.35,Number,Manitoba,String,"Chairs & Chairmats",String,0.57,Number
704,Number,"Global Leather and Oak Executive Chair, Black",String,"Joy Smith",String,53477,Number,1261.44,Number,300.98,Number,64.73,Number,Manitoba,String,"Chairs & Chairmats",String,0.56,Number
705,Number,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",String,"Joy Smith",String,53477,Number,536.87,Number,37.94,Number,5.08,Number,Manitoba,String,Paper,String,0.38,Number
706,Number,"Fellowes Super Stor/Drawer® Files",String,"Joy Smith",String,53477,Number,610.90,Number,161.55,Number,19.99,Number,Manitoba,String,"Storage & Organization",String,0.66,Number
707,Number,"Logitech Cordless Navigator Duo",String,"Joy Smith",String,53508,Number,149.64,Number,80.98,Number,7.18,Number,Manitoba,String,"Computer Peripherals",String,0.48,Number
708,Number,"Sharp EL500L Fraction Calculator",Mix,"Joy Smith",String,53508,Number,-32.42,Number,13.99,Number,7.51,Number,Manitoba,String,"Office Machines",String,0.39,Number
709,Number,"White GlueTop Scratch Pads",String,"Joy Smith",String,53508,Number,1.06,Number,15.04,Number,1.97,Number,Manitoba,String,Paper,String,0.39,Number
710,Number,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",String,"Guy Armstrong",String,53703,Number,-34.79,Number,140.85,Number,19.99,Number,Manitoba,String,"Storage & Organization",String,0.73,Number
711,Number,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",String,"Brian Moss",String,54115,Number,-80.05,Number,4.37,Number,5.15,Number,Manitoba,String,Appliances,String,0.59,Number
712,Number,"Cardinal Holdit Business Card Pockets",String,"Brian Moss",String,54115,Number,-89.42,Number,4.98,Number,4.95,Number,Manitoba,String,"Binders and Binder Accessories",String,0.37,Number
713,Number,Accessory36,Mix,"Logan Haushalter",String,54437,Number,-311.05,Number,55.99,Number,5,Number,Manitoba,String,"Telephones and Communication",String,0.83,Number
714,Number,T193,Mix,"Guy Armstrong",String,54501,Number,481.70,Number,65.99,Number,4.99,Number,Manitoba,String,"Telephones and Communication",String,0.57,Number
715,Number,"Sharp EL500L Fraction Calculator",Mix,"Guy Armstrong",String,54501,Number,-33.03,Number,13.99,Number,7.51,Number,Manitoba,String,"Office Machines",String,0.39,Number
716,Number,"Tennsco Commercial Shelving",String,"Guy Armstrong",String,54501,Number,-1195.29,Number,20.34,Number,35,Number,Manitoba,String,"Storage & Organization",String,0.84,Number
717,Number,T39m,Mix,"Christopher Schild",String,54753,Number,1380.32,Number,155.99,Number,3.9,Number,Manitoba,String,"Telephones and Communication",String,0.55,Number
718,Number,"Tennsco Industrial Shelving",String,"Jim Sink",String,55138,Number,-628.38,Number,48.91,Number,35,Number,Manitoba,String,"Storage & Organization",String,0.83,Number
719,Number,"Office Star Flex Back Scooter Chair with Aluminum Finish Frame",String,"Carlos Soltero",String,55271,Number,-210.14,Number,100.89,Number,42,Number,Manitoba,String,"Chairs & Chairmats",String,0.61,Number
720,Number,"Colored Envelopes",String,"Jennifer Braxton",String,55331,Number,-8.24,Number,3.69,Number,2.5,Number,Manitoba,String,Envelopes,String,0.39,Number
721,Number,Accessory13,Mix,"Brian Moss",String,55618,Number,479.95,Number,35.99,Number,1.25,Number,Manitoba,String,"Telephones and Communication",String,0.57,Number
722,Number,"Xerox 197",Mix,"Harold Engle",String,56645,Number,65.82,Number,30.98,Number,17.08,Number,Manitoba,String,Paper,String,0.4,Number
723,Number,"Bretford CR4500 Series Slim Rectangular Table",Mix,"Harold Engle",String,56645,Number,3277.57,Number,348.21,Number,40.19,Number,Manitoba,String,Tables,String,0.62,Number
724,Number,"Xerox 1976",Mix,"Carlos Soltero",String,56803,Number,-103.27,Number,6.48,Number,5.9,Number,Manitoba,String,Paper,String,0.37,Number
725,Number,"Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs",Mix,"Hilary Holden",String,57159,Number,-635.65,Number,280.98,Number,57,Number,Manitoba,String,"Chairs & Chairmats",String,0.78,Number
726,Number,"Hammermill Color Copier Paper (28Lb. and 96 Bright)",Mix,"Hilary Holden",String,57159,Number,-214.39,Number,9.99,Number,11.59,Number,Manitoba,String,Paper,String,0.4,Number
727,Number,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Mix,"Logan Haushalter",String,57507,Number,-19.68,Number,15.01,Number,8.4,Number,Manitoba,String,"Binders and Binder Accessories",String,0.39,Number
728,Number,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Mix,"Guy Armstrong",String,57922,Number,-287.28,Number,6.84,Number,8.37,Number,Manitoba,String,"Scissors, Rulers and Trimmers",String,0.58,Number
729,Number,"Serrated Blade or Curved Handle Hand Letter Openers",String,"Erica Bern",String,58117,Number,-62.84,Number,3.14,Number,1.92,Number,Manitoba,String,"Scissors, Rulers and Trimmers",String,0.84,Number
730,Number,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Mix,"Logan Haushalter",String,58278,Number,2093.70,Number,99.23,Number,8.99,Number,Manitoba,String,"Office Furnishings",String,0.35,Number
731,Number,Accessory4,Mix,"Logan Haushalter",String,58278,Number,-434.56,Number,85.99,Number,0.99,Number,Manitoba,String,"Telephones and Communication",String,0.85,Number
732,Number,"Hon GuestStacker Chair",String,"Harold Engle",String,58502,Number,1009.38,Number,226.67,Number,28.16,Number,Manitoba,String,"Chairs & Chairmats",String,0.59,Number
