RowNumber,RowNumber_TYPE,CustomerId,CustomerId_TYPE,Surname,Surname_TYPE,CreditScore,CreditScore_TYPE,Geography,Geography_TYPE,Gender,Gender_TYPE,Age,Age_TYPE,Tenure,Tenure_TYPE,Balance,Balance_TYPE,NumOfProducts,NumOfProducts_TYPE,HasCrCard,HasCrCard_TYPE,IsActiveMember,IsActiveMember_TYPE,EstimatedSalary,EstimatedSalary_TYPE,Exited,Exited_TYPE
4627,Number,15622321,Number,Golubova,String,506,Number,France,String,Female,String,32,Number,3,Number,0,Number,1,Number,1,Number,1,Number,80823.02,Number,0,Number
4628,Number,15715744,Number,Schiavone,String,605,Number,France,String,Male,String,39,Number,7,Number,0,Number,1,Number,0,Number,1,Number,119348.28,Number,0,Number
4629,Number,15788151,Number,Moore,String,650,Number,Spain,String,Male,String,32,Number,1,Number,132187.73,Number,2,Number,1,Number,1,Number,178331.36,Number,0,Number
4630,Number,15687153,Number,Graham,String,850,Number,Germany,String,Male,String,49,Number,8,Number,98649.55,Number,1,Number,1,Number,0,Number,119174.88,Number,1,Number
4631,Number,15684958,Number,Amadi,String,489,Number,Germany,String,Male,String,38,Number,2,Number,126444.08,Number,2,Number,1,Number,1,Number,82662.73,Number,0,Number
4632,Number,15706116,Number,McKay,String,659,Number,Germany,String,Female,String,30,Number,8,Number,154159.51,Number,1,Number,1,Number,0,Number,40441.1,Number,0,Number
4633,Number,15740557,Number,Fedorova,String,753,Number,France,String,Female,String,43,Number,5,Number,0,Number,2,Number,1,Number,0,Number,109881.71,Number,0,Number
4634,Number,15707291,Number,Percy,String,477,Number,Germany,String,Male,String,48,Number,8,Number,129250,Number,2,Number,1,Number,1,Number,157937.35,Number,0,Number
4635,Number,15583353,Number,Floyd,String,610,Number,Spain,String,Female,String,45,Number,3,Number,0,Number,1,Number,1,Number,0,Number,38276.84,Number,1,Number
4636,Number,15761024,Number,Long,String,619,Number,France,String,Female,String,33,Number,2,Number,167733.51,Number,2,Number,1,Number,1,Number,65222.48,Number,0,Number
4637,Number,15630709,Number,Castiglione,String,619,Number,Germany,String,Female,String,31,Number,2,Number,56116.3,Number,2,Number,0,Number,0,Number,2181.94,Number,0,Number
4638,Number,15639590,Number,Melendez,String,758,Number,France,String,Female,String,30,Number,3,Number,141581.08,Number,1,Number,1,Number,0,Number,156249.06,Number,0,Number
4639,Number,15659399,Number,Mazzi,String,516,Number,Germany,String,Male,String,50,Number,7,Number,139675.07,Number,2,Number,1,Number,0,Number,45591.23,Number,0,Number
4640,Number,15567078,Number,Kovaleva,String,789,Number,France,String,Female,String,27,Number,8,Number,66201.96,Number,1,Number,1,Number,1,Number,79458.12,Number,0,Number
4641,Number,15696373,Number,Gill,String,687,Number,France,String,Female,String,44,Number,9,Number,0,Number,2,Number,0,Number,0,Number,103042.2,Number,1,Number
4642,Number,15786617,Number,Arcuri,String,485,Number,Germany,String,Male,String,34,Number,3,Number,133658.24,Number,1,Number,1,Number,0,Number,70209.83,Number,0,Number
4643,Number,15657449,Number,Chukwuma,String,446,Number,Germany,String,Male,String,25,Number,3,Number,136202.78,Number,1,Number,1,Number,0,Number,176743.51,Number,0,Number
4644,Number,15672594,Number,Stevenson,String,597,Number,France,String,Female,String,60,Number,0,Number,131778.08,Number,1,Number,0,Number,0,Number,10703.53,Number,1,Number
4645,Number,15714240,Number,Ponomarev,String,712,Number,Spain,String,Male,String,74,Number,5,Number,0,Number,2,Number,0,Number,0,Number,151425.82,Number,0,Number
4646,Number,15782144,Number,Gilroy,String,522,Number,France,String,Female,String,34,Number,3,Number,0,Number,2,Number,1,Number,1,Number,3894.34,Number,0,Number
4647,Number,15665008,Number,Sidorov,String,805,Number,Germany,String,Female,String,26,Number,8,Number,42712.87,Number,2,Number,1,Number,1,Number,28861.69,Number,0,Number
4648,Number,15581733,Number,Bates,String,781,Number,France,String,Female,String,28,Number,4,Number,0,Number,2,Number,1,Number,0,Number,177703.15,Number,0,Number
4649,Number,15751392,Number,Fanucci,String,689,Number,Spain,String,Female,String,57,Number,4,Number,0,Number,2,Number,1,Number,0,Number,136649.8,Number,1,Number
4650,Number,15785815,Number,Toscano,String,670,Number,Germany,String,Male,String,31,Number,1,Number,142631.54,Number,2,Number,1,Number,1,Number,175894.24,Number,0,Number
4651,Number,15664214,Number,Hearn,String,670,Number,France,String,Male,String,33,Number,2,Number,141204.65,Number,2,Number,1,Number,0,Number,76257.46,Number,0,Number
4652,Number,15579996,Number,Iroawuchi,String,524,Number,Germany,String,Female,String,25,Number,7,Number,131402.21,Number,1,Number,0,Number,0,Number,193668.49,Number,0,Number
4653,Number,15675252,Number,Martin,String,734,Number,Spain,String,Female,String,39,Number,3,Number,92636.96,Number,2,Number,1,Number,1,Number,125671.29,Number,0,Number
4654,Number,15579617,Number,Sinclair,String,489,Number,France,String,Female,String,51,Number,3,Number,0,Number,2,Number,0,Number,1,Number,174098.28,Number,1,Number
4655,Number,15593976,Number,Swanson,String,578,Number,Germany,String,Female,String,31,Number,5,Number,102088.68,Number,4,Number,0,Number,0,Number,187866.21,Number,1,Number
4656,Number,15716041,Number,Chinomso,String,622,Number,Spain,String,Male,String,39,Number,9,Number,0,Number,2,Number,0,Number,1,Number,100862.36,Number,0,Number
4657,Number,15654489,Number,Fomin,String,843,Number,France,String,Female,String,38,Number,8,Number,134887.53,Number,1,Number,1,Number,1,Number,10804.04,Number,0,Number
4658,Number,15736302,Number,McKay,String,687,Number,France,String,Male,String,48,Number,4,Number,0,Number,2,Number,1,Number,1,Number,170893.85,Number,0,Number
4659,Number,15805909,Number,Bergamaschi,String,700,Number,Spain,String,Male,String,28,Number,8,Number,159900.38,Number,1,Number,0,Number,0,Number,22698.56,Number,0,Number
4660,Number,15572762,Number,Matveyeva,String,410,Number,Germany,String,Female,String,50,Number,2,Number,102278.79,Number,2,Number,1,Number,0,Number,89822.48,Number,0,Number
4661,Number,15724632,Number,Madukaego,String,537,Number,France,String,Female,String,41,Number,0,Number,0,Number,2,Number,0,Number,1,Number,175262.49,Number,0,Number
4662,Number,15670416,Number,Ferri,String,780,Number,France,String,Female,String,43,Number,0,Number,0,Number,1,Number,0,Number,1,Number,15705.27,Number,0,Number
4663,Number,15749528,Number,Achebe,String,652,Number,Spain,String,Male,String,58,Number,6,Number,0,Number,2,Number,0,Number,1,Number,170025.43,Number,0,Number
4664,Number,15578783,Number,Mai,String,620,Number,Germany,String,Male,String,35,Number,0,Number,76989.97,Number,1,Number,1,Number,1,Number,17242.79,Number,0,Number
4665,Number,15580719,Number,Davis,String,697,Number,France,String,Female,String,23,Number,10,Number,0,Number,2,Number,1,Number,1,Number,79734.23,Number,0,Number
4666,Number,15656293,Number,Davey,String,786,Number,France,String,Male,String,35,Number,3,Number,0,Number,2,Number,1,Number,0,Number,92712.97,Number,0,Number
4667,Number,15691875,Number,Tsou,String,850,Number,Germany,String,Female,String,39,Number,5,Number,114491.82,Number,1,Number,1,Number,0,Number,99689.48,Number,0,Number
4668,Number,15596870,Number,Marino,String,749,Number,Germany,String,Male,String,54,Number,3,Number,144768.94,Number,1,Number,1,Number,0,Number,93336.3,Number,1,Number
4669,Number,15780770,Number,Kerr,String,445,Number,France,String,Male,String,31,Number,7,Number,145056.59,Number,1,Number,1,Number,1,Number,175893.53,Number,0,Number
4670,Number,15751491,Number,Hsiao,String,443,Number,Germany,String,Male,String,50,Number,3,Number,117206.3,Number,1,Number,1,Number,0,Number,42840.18,Number,1,Number
4671,Number,15706200,Number,Graham,String,637,Number,Germany,String,Male,String,41,Number,2,Number,138014.4,Number,2,Number,1,Number,0,Number,140298.24,Number,0,Number
4672,Number,15808674,Number,Ejikemeifeuwa,String,616,Number,Germany,String,Female,String,45,Number,6,Number,128352.59,Number,3,Number,1,Number,1,Number,144000.59,Number,1,Number
4673,Number,15641411,Number,Volkova,String,756,Number,France,String,Female,String,23,Number,1,Number,112568.31,Number,1,Number,1,Number,1,Number,113408.11,Number,0,Number
4674,Number,15764661,Number,Wang,String,644,Number,France,String,Male,String,33,Number,2,Number,0,Number,1,Number,1,Number,0,Number,96420.58,Number,0,Number
4675,Number,15689492,Number,Benjamin,String,850,Number,Germany,String,Male,String,41,Number,1,Number,176958.46,Number,2,Number,0,Number,1,Number,125806.3,Number,0,Number
4676,Number,15602405,Number,Ryrie,String,703,Number,Germany,String,Female,String,38,Number,9,Number,99167.54,Number,1,Number,1,Number,0,Number,65720.92,Number,0,Number
4677,Number,15610271,Number,Andreev,String,684,Number,Spain,String,Female,String,42,Number,3,Number,103210.27,Number,1,Number,1,Number,0,Number,31002.03,Number,0,Number
4678,Number,15791780,Number,Ts'ao,String,706,Number,Germany,String,Female,String,48,Number,10,Number,104478.12,Number,3,Number,0,Number,1,Number,158248.71,Number,1,Number
4679,Number,15589147,Number,Frolov,String,580,Number,Spain,String,Male,String,61,Number,8,Number,125921.37,Number,1,Number,1,Number,1,Number,94677.83,Number,0,Number
4680,Number,15756975,Number,Montemayor,String,777,Number,Spain,String,Female,String,35,Number,3,Number,0,Number,2,Number,1,Number,1,Number,17257.72,Number,0,Number
4681,Number,15729582,Number,Fu,String,676,Number,Germany,String,Male,String,48,Number,3,Number,80697.44,Number,1,Number,0,Number,0,Number,101397.86,Number,0,Number
4682,Number,15742971,Number,Whitehead,String,708,Number,France,String,Female,String,44,Number,2,Number,161887.81,Number,2,Number,1,Number,0,Number,84870.23,Number,0,Number
4683,Number,15568046,Number,Izuchukwu,String,809,Number,France,String,Male,String,24,Number,7,Number,109558.36,Number,1,Number,1,Number,0,Number,183515.13,Number,0,Number
4684,Number,15694890,Number,Lai,String,588,Number,France,String,Male,String,38,Number,1,Number,124271.26,Number,1,Number,1,Number,0,Number,75969.19,Number,0,Number
4685,Number,15736963,Number,Herring,String,623,Number,France,String,Male,String,43,Number,1,Number,0,Number,2,Number,1,Number,1,Number,146379.3,Number,0,Number
4686,Number,15646490,Number,Duffy,String,537,Number,Spain,String,Male,String,42,Number,1,Number,190569.23,Number,1,Number,0,Number,1,Number,127154.8,Number,0,Number
4687,Number,15607314,Number,Chiefo,String,536,Number,Spain,String,Male,String,53,Number,2,Number,143923.96,Number,1,Number,1,Number,0,Number,2019.78,Number,1,Number
4688,Number,15576745,Number,Fyodorov,String,769,Number,France,String,Male,String,48,Number,2,Number,96542.16,Number,2,Number,0,Number,1,Number,197885.72,Number,0,Number
4689,Number,15669606,Number,Chu,String,690,Number,France,String,Male,String,33,Number,5,Number,0,Number,2,Number,1,Number,0,Number,138017.68,Number,0,Number
4690,Number,15737832,Number,Robertson,String,771,Number,Spain,String,Male,String,45,Number,0,Number,139825.56,Number,1,Number,0,Number,0,Number,170984.97,Number,1,Number
4691,Number,15681990,Number,Palmerston,String,497,Number,Germany,String,Male,String,24,Number,6,Number,111769.14,Number,2,Number,1,Number,0,Number,55859.27,Number,0,Number
4692,Number,15758050,Number,Madukwe,String,622,Number,Spain,String,Male,String,37,Number,4,Number,0,Number,2,Number,1,Number,0,Number,4459.5,Number,0,Number
4693,Number,15787848,Number,Chinedum,String,602,Number,Spain,String,Male,String,30,Number,9,Number,113672.18,Number,2,Number,0,Number,0,Number,102135.92,Number,0,Number
4694,Number,15713594,Number,French,String,543,Number,France,String,Female,String,32,Number,7,Number,147256.86,Number,1,Number,1,Number,0,Number,112771.95,Number,0,Number
4695,Number,15588186,Number,Polyakov,String,520,Number,Spain,String,Male,String,45,Number,7,Number,107023.03,Number,1,Number,1,Number,0,Number,32903.93,Number,0,Number
4696,Number,15786739,Number,Clements,String,669,Number,France,String,Male,String,37,Number,1,Number,125529.55,Number,1,Number,1,Number,1,Number,162260.93,Number,0,Number
4697,Number,15699467,Number,Connor,String,631,Number,Spain,String,Female,String,41,Number,0,Number,0,Number,1,Number,0,Number,0,Number,87959.83,Number,0,Number
4698,Number,15680706,Number,Balashov,String,537,Number,Germany,String,Male,String,48,Number,4,Number,131834.8,Number,1,Number,1,Number,0,Number,166476.95,Number,1,Number
4699,Number,15645717,Number,Avdeeva,String,732,Number,France,String,Male,String,62,Number,2,Number,0,Number,2,Number,1,Number,1,Number,25438.87,Number,0,Number
4700,Number,15748597,Number,Chester,String,844,Number,Spain,String,Male,String,56,Number,5,Number,99529.7,Number,1,Number,0,Number,1,Number,157230.06,Number,1,Number
4701,Number,15773709,Number,Hung,String,838,Number,Spain,String,Male,String,35,Number,0,Number,0,Number,2,Number,0,Number,1,Number,197305.91,Number,0,Number
4702,Number,15629787,Number,Tu,String,652,Number,France,String,Male,String,27,Number,10,Number,107303.72,Number,2,Number,0,Number,0,Number,44435.76,Number,0,Number
4703,Number,15661007,Number,Thompson,String,660,Number,France,String,Male,String,33,Number,0,Number,72783.42,Number,1,Number,0,Number,0,Number,181051.99,Number,0,Number
4704,Number,15686812,Number,Jones,String,692,Number,Spain,String,Female,String,44,Number,8,Number,0,Number,1,Number,0,Number,1,Number,159069.37,Number,0,Number
4705,Number,15754113,Number,Li,String,588,Number,France,String,Female,String,35,Number,0,Number,0,Number,2,Number,1,Number,1,Number,155485.24,Number,0,Number
4706,Number,15749489,Number,Denisova,String,533,Number,Germany,String,Female,String,22,Number,10,Number,115743.6,Number,1,Number,0,Number,0,Number,43852.05,Number,0,Number
4707,Number,15574352,Number,Clogstoun,String,850,Number,France,String,Male,String,43,Number,4,Number,161256.53,Number,1,Number,1,Number,1,Number,140071.57,Number,0,Number
4708,Number,15701281,Number,Tan,String,511,Number,France,String,Male,String,27,Number,8,Number,0,Number,2,Number,1,Number,1,Number,49089.36,Number,0,Number
4709,Number,15811985,Number,Power,String,530,Number,Spain,String,Male,String,44,Number,6,Number,0,Number,2,Number,0,Number,0,Number,55893.37,Number,0,Number
4710,Number,15713505,Number,Harriman,String,554,Number,France,String,Male,String,31,Number,1,Number,0,Number,2,Number,0,Number,1,Number,192660.55,Number,0,Number
4711,Number,15685653,Number,Benson,String,585,Number,Germany,String,Female,String,40,Number,3,Number,162261.01,Number,2,Number,1,Number,0,Number,137028.51,Number,0,Number
4712,Number,15758831,Number,Thornton,String,754,Number,France,String,Male,String,39,Number,3,Number,74896.33,Number,1,Number,0,Number,0,Number,34430.16,Number,0,Number
4713,Number,15618774,Number,White,String,474,Number,France,String,Male,String,54,Number,3,Number,0,Number,1,Number,1,Number,0,Number,108409.17,Number,1,Number
4714,Number,15764448,Number,Mackenzie,String,837,Number,Germany,String,Male,String,35,Number,0,Number,144037.6,Number,1,Number,1,Number,0,Number,145325.32,Number,0,Number
4715,Number,15611024,Number,Kalinina,String,567,Number,France,String,Female,String,23,Number,9,Number,93522.2,Number,1,Number,0,Number,1,Number,81425.61,Number,0,Number
4716,Number,15738220,Number,Bennet,String,800,Number,Spain,String,Male,String,38,Number,1,Number,0,Number,2,Number,1,Number,0,Number,51553.43,Number,0,Number
4717,Number,15805764,Number,Hallahan,String,646,Number,France,String,Male,String,18,Number,10,Number,0,Number,2,Number,0,Number,1,Number,52795.15,Number,0,Number
4718,Number,15580487,Number,Martin,String,627,Number,Germany,String,Male,String,38,Number,8,Number,106922.92,Number,2,Number,0,Number,1,Number,84270.09,Number,0,Number
4719,Number,15675787,Number,Rivera,String,505,Number,France,String,Male,String,26,Number,8,Number,112972.57,Number,1,Number,1,Number,0,Number,145011.62,Number,0,Number
4720,Number,15583580,Number,Chiawuotu,String,566,Number,Germany,String,Female,String,35,Number,1,Number,123042,Number,1,Number,1,Number,0,Number,66245.44,Number,1,Number
4721,Number,15780654,Number,Sergeyev,String,619,Number,Germany,String,Female,String,33,Number,3,Number,100488.92,Number,2,Number,0,Number,1,Number,36446.74,Number,0,Number
4722,Number,15695034,Number,Christie,String,757,Number,France,String,Female,String,44,Number,4,Number,123322.15,Number,1,Number,1,Number,0,Number,137136.29,Number,0,Number
4723,Number,15805671,Number,Louis,String,648,Number,France,String,Male,String,32,Number,0,Number,0,Number,1,Number,0,Number,1,Number,117323.31,Number,0,Number
4724,Number,15790658,Number,Iqbal,String,621,Number,Spain,String,Male,String,42,Number,8,Number,68683.68,Number,1,Number,1,Number,1,Number,74157.71,Number,0,Number
4725,Number,15578648,Number,Marino,String,543,Number,Germany,String,Male,String,49,Number,6,Number,59532.18,Number,1,Number,1,Number,0,Number,104253.56,Number,0,Number
4726,Number,15734987,Number,Robertson,String,658,Number,France,String,Female,String,43,Number,7,Number,140260.36,Number,2,Number,1,Number,0,Number,2748.72,Number,0,Number
